NAME,LOCATION,PRICE,BHK,STATUS
Wadhwa Pristine,Mahalaxmi,260,1,Ready To Move
The Starwing I stay,Marol,112,1,Under Construction
Request,Gowalia,260,1,Ready To Move
Gurukrupa Marina Enclave,Malad,115,1,Ready To Move
Lemont Apartment,Malad,111,1,Ready To Move
Sethia Imperial Avenue,Malad,85,1,Ready To Move
Abrol Signature,Malad,86,1,Ready To Move
Alica Nagar CHS,Lokhandwala,90,1,Ready To Move
White City,Kandivali,128,1,Ready To Move
Neighbourhoods CHS,Kandivali,80,1,Ready To Move
Lokhandwala Spring Leaf,Lokhandwala,95,1,Ready To Move
the view My fair,Vikhroli,73,1,Ready To Move
Dharti Pressidio,Jankalyan,85,1,Ready To Move
Avirahi Heights,Jankalyan,100,1,Ready To Move
Royal Oasis,Jankalyan,110,1,Ready To Move
Lokhandwala Spring Leaf,Lokhandwala,105,1,Ready To Move
Lokhandwala Green Hills,Lokhandwala,95,1,Ready To Move
Mahindra Lifespaces Roots,Kandivali,135,1,Ready To Move
Godrej Tranquil,Kandivali,100,1,Ready To Move
White City,Kandivali,128,1,Ready To Move
Avishkar CHS,Sector,120,1,Ready To Move
PCPL Serene Apartment,Malad,90,1,Ready To Move
Gemstar Sonata,Jankalyan,92,1,Ready To Move
Impact Silicon Park,Jankalyan,83.5,1,Ready To Move
Gurukrupa Marina Enclave,Malad,101,1,Ready To Move
Dotom Sapphire,Malad,85,1,Ready To Move
Anita Nagar CHS,Kandivali,60,1,Ready To Move
jog app,Kalina,160,1,Ready To Move
Marvel Gold,Bhandup,105,1,Under Construction
Avilion Green Field,JVLR,101,1,Ready To Move
Greenfield society,JVLR,100,1,Ready To Move
Vasant Sagar CHS,Thakur,105,1,Ready To Move
Avilion Green Field,JVLR,105,1,Ready To Move
Avilion Green Field,JVLR,103,1,Ready To Move
Tanna Heights,Bhagat,145,1,Ready To Move
White City,Kandivali,123,1,Ready To Move
White City,Kandivali,126,1,Ready To Move
Vikas Finlay Tower,Abhyudaya,118,1,Ready To Move
Gundecha Lotus,Thakur,125,1,Ready To Move
Bombay Orchid Residency,Kandivali,77,1,Under Construction
Godrej Tranquil,Kandivali,100,1,Ready To Move
Spring Grove Uno,Lokhandwala,70,1,Ready To Move
Lokhandwala Green Hills,Lokhandwala,95,1,Ready To Move
Lokhandwala Green Meadows,Lokhandwala,95,1,Ready To Move
Sher E Punjab CHS,Andheri,105,1,Ready To Move
visa,Sher,90,1,Ready To Move
Horizon View,Seven,195,1,Ready To Move
Takshila Cooperative Housing Society,Mahakali,148,1,Ready To Move
Gracious CHS,Andheri,120,1,Ready To Move
orchid height,Pathan,85,1,Ready To Move
Green Fields CHS,Andheri,117,1,Ready To Move
Siddharth Palace,Malad,95,1,Ready To Move
Pleasant Park chs,Evershine,130,1,Ready To Move
Meena House,Kandivali,63.7,1,Under Construction
Meena House,Kandivali,111,1,Under Construction
Meena House,Kandivali,105,1,Under Construction
"gokhale road,dhanukarwadi",Kandivali,110,1,Ready To Move
DATTA MANDIR ROAD,Kandivali,106,1,Ready To Move
Ekta Bhoomi Garden,Borivali,122,1,Ready To Move
Ekta Bhoomi Garden,Borivali,118,1,Ready To Move
Chandak Sparkling Wings,Dahisar,85,1,Ready To Move
PAREKH RADIANCE,Kandivali,116,1,Ready To Move
omkar 1b,Malad,75,1,Ready To Move
New Shankar Niwas CHS,Vile,240,1,Ready To Move
Loktirth CHS,Malad,84,1,Ready To Move
"VAZIRA NAKA, BORIVALI WEST",Borivali,115,1,Ready To Move
Gurukrupa Marina Enclave,Malad,98,1,Ready To Move
K Raheja Palm Court,Malad,141,1,Ready To Move
Chandiwala Pearl Heaven,Andheri,95,1,Ready To Move
Kanakia Country Park,Borivali,125,1,Ready To Move
Ekta Bhoomi Garden,Borivali,125,1,Ready To Move
Bhoomi Classic,Malad,137,1,Ready To Move
The Heights,Marol,120,1,Ready To Move
Rebello Enclave,Andheri,110,1,Ready To Move
Shiv Shakti Apartment,Marol,120,1,Ready To Move
paradise heights,Borivali,75,1,Ready To Move
PrimeRise CHSL,Sector,120,1,Under Construction
Swagat CHSL Rajendra Nagar,Borivali,93,1,Under Construction
Siddharth Palace,Malad,95,1,Ready To Move
Shiv Bhakti,Marol,115,1,Ready To Move
KCD Palkhi Aura,Borivali,130,1,Ready To Move
Sun and Moon,Rajendra,118,1,Ready To Move
Harshal Devchhaya,Rawalpada,92,1,Ready To Move
Sahakar Dahisar Shivangan,Dahisar,95,1,Ready To Move
Uk iona,Poonam,104,1,Under Construction
devanshi ahimsa marg malad west,Malad,71,1,Ready To Move
Godrej Urban Park,Chandivali,135,1,Ready To Move
Krishnashray CHS,Borivali,100,1,Ready To Move
Atul Blue Empire complex,Ekta,105,1,Ready To Move
Misqutta Nagar CHS,Dahisar,69,1,Ready To Move
Hiranandani Regent Hill,Hiranandani,170,1,Ready To Move
Starwing live max,Andheri,117,1,Under Construction
Rna NG Suncity Phase 3,Thakur,87,1,Ready To Move
K Patel Krishna Niwas,Goregaon,140,1,Ready To Move
Omkar Signet,Malad,102,1,Ready To Move
JE and VEE Om Trimurti,Goregaon,130,1,Ready To Move
Applaud 38,Goregaon,135,1,Ready To Move
Chandak Paloma,Goregaon,136,1,Ready To Move
Jaliyan Heights Goregaon,Goregaon,130,1,Ready To Move
Hiranandani Regent Hill,Hiranandani,155,1,Ready To Move
Jaydev CHS,Sector,97,1,Ready To Move
Daulat,Colaba,210,1,Ready To Move
Navrang oasis,Best,102,1,Under Construction
Navrang Oasis,Best,104,1,Under Construction
Navrang Oasis,Best,105,1,Under Construction
yashasvi chs,Sector,109,1,Ready To Move
Ashoka Heights,Mulund,100,1,Ready To Move
Shraddharpan Hum Sub CHSL,Kandivali,121,1,Ready To Move
Gauri Elegance,Jankalyan,81,1,Under Construction
Dotom Sapphire,Jankalyan,85,1,Under Construction
Shree Chs,Mulund,98,1,Ready To Move
Gurukrupa Marina Enclave,Jankalyan,110,1,Ready To Move
Shreeji Supernest,Orlem,106,1,Under Construction
Gurukrupa Marina Enclave,Malad,101,1,Ready To Move
DGS Sheetal Usha & Nisha,Jankalyan,90,1,Ready To Move
Dotom Sapphire,Malad,83,1,Under Construction
Gurukrupa Marina Enclave,Malad,104,1,Ready To Move
MARINA ATLANTIC & PACIFIC,Malad,110,1,Ready To Move
new tower,Borivali,152,1,Ready To Move
madhuban tower,Borivali,115,1,Ready To Move
Dotom Sapphire,Malad,81,1,Under Construction
Dotom Sapphire,Malad,85,1,Under Construction
Liberty Group Bay Vue,Malad,89,1,Under Construction
Silver Sand,Piramal,115,1,Ready To Move
Sarvesh One,Lower,184,1,Under Construction
CHU RCHGATE CHAMBERS,OPPO,300,1,Ready To Move
Kings Heights,Nahur,85,1,Ready To Move
Kings Heights,Nahur,79,1,Ready To Move
Kings Heights,Nahur,69.5,1,Ready To Move
Kings Heights,Nahur,69,1,Ready To Move
florence,Lower,180,1,Ready To Move
Sai Prem CHS,Charkop,93,1,Ready To Move
Vasant Marvel Glory,Borivali,120,1,Ready To Move
CSR Complex,Kandivali,51.5,1,Ready To Move
New Mhada Tower,Malad,53.75,1,Ready To Move
New Mhada Tower,Malad,52.3,1,Ready To Move
BUILDING,Amboli,125,1,Ready To Move
BUILDING,Juhu,190,1,Ready To Move
BUILDING,Vile,170,1,Ready To Move
BUILDING,Prabhat,150,1,Ready To Move
Kamala Nagar CHS,Malad,90,1,Ready To Move
Mhada tower kandivali west,Kandivali,52,1,Ready To Move
BUILDING,Andheri,155,1,Ready To Move
BUILDING,Jvpd,175,1,Ready To Move
Rock Avenue,Kandivali,100,1,Ready To Move
JEEVAN TARA,Vile,188,1,Under Construction
BUILDING,Vile,225,1,Ready To Move
BUILDING,Andheri,231,1,Ready To Move
On Request,Marol,145,1,Ready To Move
New Mhada Tower,Malad,52,1,Ready To Move
Swaminarayan Dham,Andheri,86.5,1,Under Construction
BLASTER,Azad,108,1,Under Construction
Raj home,Dahisar,68,1,Under Construction
Rudra ODC 1,Goregaon,98,1,Under Construction
Integrated Ramicon,Goregaon,92,1,Under Construction
Kanakia Seven,Andheri,114,1,Ready To Move
Nemi Bhavan,Goregaon,108,1,Under Construction
Godrej Nest,Kandivali,108,1,Under Construction
Nemi Bhavan,Goregaon,110,1,Under Construction
CHANDAK GREENAIRY,Borivali,110,1,Under Construction
SD Siennaa,Kandivali,120,1,Under Construction
"kadamwadi,main road facing",Vakola,140,1,Ready To Move
Ruparel Crest,Kurla,98,1,Under Construction
Gurukrupa Marina Enclave,Malad,99,1,Ready To Move
Royal diamond park,Vakola,162,1,Ready To Move
ON REQUEST,Vile,185,1,Ready To Move
Request,Napean,325,1,Ready To Move
on request,Vile,170,1,Ready To Move
Godrej The Trees,Vikhroli,175,1,Ready To Move
ON REQUEST,Andheri,140,1,Ready To Move
ON REQUEST,Vile,130,1,Ready To Move
On Request,Vile,175,1,Ready To Move
ON REQUEST,Vile,162,1,Ready To Move
Sai Jyot,Andheri,175,1,Ready To Move
Mahindra Vicino,Andheri,193,1,Ready To Move
Hicons Residency,Bandra,397,1,Ready To Move
ON REQUEST,Vile,200,1,Ready To Move
ON REQUEST,Vile,198,1,Ready To Move
ON REQUEST,Vile,151,1,Ready To Move
On Request,Andheri,145,1,Ready To Move
On Request,Navpada,170,1,Ready To Move
ON REQUEST,Andheri,150,1,Ready To Move
ON REQUEST,Vile,150,1,Ready To Move
Pooja Apartment,Bandra,276,1,Ready To Move
Godrej The Trees,Vikhroli,210,1,Ready To Move
Hicons Residency,Bandra,397,1,Ready To Move
Raj Laxmi CHS,Andheri,127,1,Ready To Move
Shivraj height,Kandivali,95.4,1,Ready To Move
West View CHS,Kandivali,133,1,Ready To Move
Rustomjee Meridian,Kandivali,159,1,Ready To Move
Shivputra Cooperative Housing,Dadar,196,1,Ready To Move
Nazir Apartments,Vile,233,1,Ready To Move
Amar Niwas,Santacruz,170,1,Ready To Move
"Baya Victoria,",Byculla,191,1,Ready To Move
Riddhi Siddhi Apartment CHS,Matunga,223,1,Ready To Move
Leo Housing Complex,Powai,159,1,Ready To Move
Marian Terrace flat,Bandra,265,1,Ready To Move
Shivraj height,Kandivali,90.1,1,Ready To Move
Elara  CHS,Mira,84.8,1,Ready To Move
Nutan Madhuban Apartments,Worli,291,1,Ready To Move
Galaxy Pinnacle,Vile,170,1,Ready To Move
ON REQUEST,Vile,140,1,Ready To Move
Godrej The Trees,Vikhroli,185,1,Ready To Move
Highscape city,RCF,99.9,1,Under Construction
Tejpal Scheme,Vile,175,1,Ready To Move
Sahar Road,Andheri,124,1,Ready To Move
Parleshwar Road,Vile,140,1,Ready To Move
N.P Thakkar Road,Vile,178,1,Ready To Move
Malviya road,Vile,168,1,Ready To Move
Jeevan Vikas Kendra Marg,Vile,160,1,Ready To Move
Mahant Road,Vile,160,1,Ready To Move
hanuman Road,Vile,160,1,Ready To Move
Parleshwar Road,Vile,128,1,Ready To Move
Hanuman Road,Vile,173,1,Ready To Move
Nanda Patkar Road,Vile,210,1,Ready To Move
Tejpal Scheme,Vile,200,1,Ready To Move
Nanda Patkar Road,Vile,225,1,Ready To Move
Shahaji Raje Road,Vile,138,1,Ready To Move
Hanuman Road,Vile,175,1,Ready To Move
Shraddhanand  Road,Vile,150,1,Ready To Move
Tejpal Scheme,Vile,178,1,Ready To Move
Azad Road,Vile,138,1,Ready To Move
Shraddhanand Road,Vile,153,1,Ready To Move
Jeevan Vikas Marg,Vile,129,1,Ready To Move
Paradise Height,Chikuwadi,70,1,Ready To Move
Shahaji Raje Road,Vile,160,1,Ready To Move
Azad Road,Vile,145,1,Ready To Move
Sant Janabai Road,Vile,145,1,Ready To Move
P.M Road,Vile,134,1,Ready To Move
Tejpal Scheme,Vile,180,1,Ready To Move
Jalaram Park CHSL,Industrial,99,1,Ready To Move
Samarth Srishti,Bhandup,101,1,Ready To Move
Mahresh Park,Bhandup,89,1,Ready To Move
Marshal Srishti,Bhandup,85,1,Ready To Move
Ganraj Beauty Landmark,Bhandup,89,1,Ready To Move
Kailash Park,Sonapur,64,1,Ready To Move
Mauli Pride,Malad,100,1,Ready To Move
Suraj Eterna,Mahim,184,1,Under Construction
Matoshree Complex,Nahur,87,1,Ready To Move
Spring Grove Uno,Lokhandwala,70,1,Ready To Move
Anita Vihar,Kandivali,80,1,Ready To Move
Mauli Pride,Malad,105,1,Ready To Move
Godrej Tranquil,Kandivali,90,1,Ready To Move
Bafna Apartment,Matunga,235,1,Ready To Move
On Request,Prabhadevi,160,1,Ready To Move
Mariyam Apartment Co-operative Housing Society,Mahim,230,1,Ready To Move
Morning Star,Mahim,250,1,Ready To Move
Godrej Urban Park,Chandivali,138,1,Ready To Move
Runwal Forests,Kanjurmarg,99,1,Under Construction
Ashford Regal,Bhandup,95,1,Under Construction
Ashford Regal,Bhandup,88,1,Under Construction
Piramal Revanta,Mulund,109,1,Under Construction
Rustomjee Bella,Bhandup,105,1,Under Construction
Runwal Pinnacle,Mulund,105,1,Under Construction
Piramal Revanta,Mulund,120,1,Under Construction
Runwal Avenue,Kanjurmarg,109,1,Under Construction
S R tower,IC,93.5,1,Under Construction
V chsl,IC,95,1,Ready To Move
Venus Tower Apartment Andheri West,Andheri,175,1,Ready To Move
AV chsl,LIC,100,1,Ready To Move
Dinaco Kiran Building,Bandra,215,1,Ready To Move
Balaji Towers,Santacruz,250,1,Ready To Move
Moroba Mansion,Khar,275,1,Ready To Move
ohana,Borivali,120,1,Ready To Move
Avirahi Homes,IC,120,1,Ready To Move
Avirahi Homes,IC,105,1,Ready To Move
romell empress,IC,108,1,Ready To Move
bay lord chs,IC,100,1,Ready To Move
egnal tower,IC,120,1,Ready To Move
marikama,IC,112,1,Ready To Move
ROMELL,IC,105,1,Ready To Move
rainbow,IC,120,1,Ready To Move
D D,Borivali,95,1,Ready To Move
on request,on,81,1,Under Construction
Hiranandani Regent Hill,Hiranandani,150,1,Ready To Move
Hiranandani Zen Maple,Hiranandani,145,1,Ready To Move
Runwal Forests,Kanjurmarg,130,1,Ready To Move
Srishti Harmony 3,Powai,135,1,Ready To Move
oshiwara west,Oshiwara,89,1,Under Construction
Meenakshi Apartment,Mazgaon,200,1,Ready To Move
Hill View Building,Mazgaon,215,1,Ready To Move
Seven Tides Fortune Gardens,Mazgaon,150,1,Ready To Move
L Nagpal N N Tower,Khar,285,1,Ready To Move
Sudhanshu Imperia,Shivaji,60,1,Ready To Move
Sudhanshu Imperia,Shivaji,59,1,Ready To Move
Sudhanshu Imperia,Shivaji,68,1,Ready To Move
sarvodya,Bandra,130,1,Ready To Move
shiv om,Khar,180,1,Ready To Move
Shraddha Paramount,Tagore,65,1,Ready To Move
Alag Ararya,Pant,115,1,Ready To Move
Gurukrupa Ghanshyam,Pant,120,1,Ready To Move
Platinum Tower,DN,120,1,Ready To Move
"Kamal Apartment, Lokhandwala",Andheri,145,1,Ready To Move
Dhiraj apartment,Ghatkopar,171,1,Ready To Move
Gurukrupa Ugam,Pant,115,1,Ready To Move
aditaraj royale,Tagore,79,1,Under Construction
Sharddha opulent,Tagore,70,1,Under Construction
goregaon sv road chs,Goregaon,106,1,Ready To Move
Gurukrupa Devam Majesty,Ghatkopar,102,1,Ready To Move
kirshna kunj,Kannamwar,85,1,Ready To Move
Prabhat Residency,Santacruz,145,1,Ready To Move
JE and VEE Om Trimurti,Goregaon,115,1,Under Construction
Naman Premier,Marol,122,1,Ready To Move
Godrej Urban Park,Sangharsh,138,1,Ready To Move
Aditya Raj Prime,Kannamwar,78,1,Under Construction
Mayureshresidency,Bhandup,110,1,Ready To Move
Vaibhavlaxmi crown 83,Tagore,83,1,Ready To Move
swatik platinum,Tagore,85,1,Under Construction
Sharddha Pinnacle,Tagore,80,1,Ready To Move
gurukrupa ekatvam,Kannamwar,80,1,Under Construction
GS Casa,Kannamwar,88,1,Under Construction
Aditya Vidhya Darshan,Vikhroli,90,1,Ready To Move
Vrishabh Heights,Marol,140,1,Ready To Move
Vrishabh Heights,Marol,118,1,Ready To Move
Veena Serenity,Chembur,115,1,Ready To Move
Veena Serene,Chembur,115,1,Under Construction
Veena Senterio,Chembur,115,1,Ready To Move
Swami Towers,Chembur,150,1,Ready To Move
Godrej Central,Chembur,120,1,Ready To Move
Starwing Liv Max,Marol,108,1,Under Construction
Vihang Luxuria,Mira,8907,1,Under Construction
Vihang luxuria,Mira,87.78,1,Under Construction
Geeta Bhavan,Ajit,95,1,Ready To Move
Vaibhavlaxmi Royal Stone,Vikhroli,85,1,Ready To Move
Gurukrupa Ugam,Pant,115,1,Ready To Move
The Baya Midtown,Dadar,225,1,Under Construction
Chandak Highscape City,Sahyadri,118,1,Under Construction
JE and VEE Om Trimurti,Goregaon,135,1,Under Construction
Lodha New Cuffe Parade,Wadala,169,1,Ready To Move
Arkade Prime,Andheri,110,1,Under Construction
Natasha Avenue,Ghatkopar,110,1,Ready To Move
Khandelwal Yash Park,Ghatkopar,120,1,Ready To Move
Kripa Elite,Kannamwar,78,1,Ready To Move
Shraddha Prestige,Vikhroli,80,1,Ready To Move
Shraddha GS 47th Avenue,Tagore,90,1,Ready To Move
Crescent Silverwoods,Chandivali,110,1,Under Construction
Starwing Kaatyayni Heights,Andheri,86,1,Under Construction
Sunbeam Heights,Shastri,127,1,Under Construction
on request,Chembur,121,1,Ready To Move
Romell Orbis,Sher,129,1,Under Construction
VaibhavLaxmi Victoria 54,Vikhroli,90,1,Ready To Move
Haware Intelligentia Sigma,Tagore,90,1,Ready To Move
Raghav Amara,Kurla,105,1,Ready To Move
John Arise,Chembur,90,1,Ready To Move
Patel Nagar,Kandivali,110,1,Under Construction
Shiv Veer CHS,Sector,87,1,Ready To Move
Viceroy Court CHS LTD,Thakur,135,1,Ready To Move
Chandak Highscape City,Sahyadri,100,1,Under Construction
Andheri West,Andheri,150,1,Ready To Move
Andheri West,Seven,180,1,Ready To Move
Yash Willows,Goregaon,119,1,Ready To Move
Chandak Highsacpe City,Chembur,118,1,Under Construction
Applaud 38,Goregaon,145,1,Under Construction
request on,Goregaon,115,1,Ready To Move
Prabhat Residency,Golibar,139,1,Under Construction
Anita Nagar CHS,Kandivali,65,1,Ready To Move
Neighbourhood CHS,Lokhandwala,77,1,Ready To Move
Lokhandwala Green Meadows,Lokhandwala,95,1,Ready To Move
Godrej Tranquil,Kandivali,110,1,Ready To Move
MARINA ENCLAVE,MALAD,115,1,Ready To Move
Prabhat Residency,Santacruz,139,1,Under Construction
SHIV ARADHANA,MALAD,165,1,Ready To Move
green gagan,Lokhandwala,80,1,Ready To Move
Godrej Tranquil,Kandivali,105,1,Ready To Move
Chamunda Sudha Avenue,Kandivali,120,1,Ready To Move
SILICON PARK,Malad,88,1,Ready To Move
SHIV SADAN,Malad,100,1,Ready To Move
Lokhandwala Green Hills,Lokhandwala,95,1,Ready To Move
Spring Grove Uno,Lokhandwala,72,1,Ready To Move
Neighbourhoods CHS,Kandivali,90,1,Ready To Move
On Request,Vakola,165,1,Ready To Move
Building,Vakola,141,1,Ready To Move
SILICON PARK,Malad,90,1,Ready To Move
White City,Kandivali,140,1,Ready To Move
Autumn Grove,Lokhandwala,65,1,Ready To Move
Lokhandwala Spring Leaf,Lokhandwala,78,1,Ready To Move
PALM COURT,Kanchpada,145,1,Ready To Move
Spring Grove Uno,Lokhandwala,75,1,Ready To Move
Lokhandwala Green Hills,Lokhandwala,100,1,Ready To Move
Lokhandwala Green Meadows,Lokhandwala,95,1,Ready To Move
Emerald,Sunder,145,1,Ready To Move
Romell Orbis,Sher,105,1,Ready To Move
Twilight Apartment,Powai,95,1,Ready To Move
Godrej Tranquil,Kandivali,85,1,Ready To Move
Gundecha Greens,Thakur,85,1,Ready To Move
Gauri Excellency,Charkop,87,1,Under Construction
Modirealty Wisteria,Charkop,87,1,Under Construction
VKG Passcode Beverly Hills,Marol,104,1,Under Construction
Shreeji Supernest,Orlem,67,1,Under Construction
Auris Clara,Orlem,80,1,Under Construction
ACE SPACER,Orlem,80,1,Under Construction
MONARCH KITKAT,Borivali,89,1,Ready To Move
HAWARE INTELLIGENTIA AXIS,Borivali,75,1,Under Construction
VKLAL HARI PHASE 1,Borivali,68.93,1,Under Construction
Shirke Parijat Hill View,Borivali,85,1,Ready To Move
VKLAL HARI PHASE 1,Borivali,65,1,Under Construction
Dotom Sapphire,Malad,69,1,Under Construction
Dotom Sapphire,Malad,82,1,Under Construction
Samarth Reva,Malad,75,1,Under Construction
Gurukrupa Marina Enclave,Malad,97,1,Under Construction
Sheth Irene,Malad,95,1,Under Construction
Sheth Auris Ilaria,Malad,89,1,Under Construction
Gurukrupa Marina Enclave,Malad,85,1,Ready To Move
Dharti Pressidio,Malad,84,1,Ready To Move
Satra One,Goregaon,90,1,Under Construction
36 avenue,Goregaon,86,1,Under Construction
Dynamix Avanya,Dahisar,95,1,Ready To Move
Rivali Park,Borivali,80,1,Under Construction
Shirke Parijat Hill View,Borivali,75,1,Ready To Move
Rudraksha by Raj Realty,Dahisar,85,1,Ready To Move
BG Monte Verita West Tower,Borivali,85,1,Under Construction
Ruparel Sky Greens,Kandivali,95,1,Under Construction
UK Luxecity,Kandivali,75,1,Under Construction
Pratik Springwoods,Kandivali,65,1,Under Construction
Mauli Pride,Malad,75,1,Ready To Move
Raheja Township,Malad,105,1,Ready To Move
Mahindra Alcove,Chandivali,155,1,Under Construction
Renaissance Spring Meadows,Malad,80,1,Under Construction
Right Passcode Pride Of Malad,Malad,95,1,Ready To Move
VKLAL HARI PHASE 1,Borivali,70,1,Under Construction
Rudraksha by Raj Realty,Dahisar,89,1,Ready To Move
Raghav Paradise,Magathane,89,1,Under Construction
Aashiana Apartment,Malad,85,1,Under Construction
Dem Phoenix,Malad,99,1,Under Construction
Sethia Imperial Avenue,Malad,105,1,Ready To Move
Kalpataru Vienta,Kandivali,175,1,Under Construction
Darshan  Paton Towers,Kandivali,65,1,Under Construction
Right Passcode Pride Of Malad,Malad,119,1,Ready To Move
Gauri Excellency,Charkop,105,1,Under Construction
Dotom Sapphire,Malad,80,1,Under Construction
Dharti Pressidio,Malad,78,1,Under Construction
Gurukrupa Marina Enclave,Malad,86,1,Under Construction
Happy Home Nandanvan 2,Kandivali,69,1,Under Construction
Aadhayay,DN,110,1,Ready To Move
Platinum 53 West,Andheri,170,1,Under Construction
Mauli Pride,Malad,85,1,Ready To Move
Sethia Imperial Avenue,Malad,95,1,Under Construction
